STRING_id	gene_symbol	ensembl_id	entrezgene	uniprot_id
9606.ENSP00000226355	AFM	ENSG00000079557	173	P43652
9606.ENSP00000328938	AFMID	ENSG00000183077	125061	Q63HM1
9606.ENSP00000379138	AFP	ENSG00000081051	174	P02771
9606.ENSP00000238855	AFTPH	ENSG00000119844	54812	Q6ULP2
9606.ENSP00000264595	AGA	ENSG00000038002	175	P20933
9606.ENSP00000307634	AGAP1	ENSG00000157985	116987	Q9UPQ3
9606.ENSP00000449241	AGAP2	ENSG00000135439	116986	Q99490
9606.ENSP00000380413	AGAP3	ENSG00000133612	116988	Q96P47
9606.ENSP00000392513	AGAP4	ENSG00000188234	119016	Q96P64
9606.ENSP00000363207	AGAP5	ENSG00000172650	729092	A6NIR3
9606.ENSP00000363168	AGAP6	ENSG00000204149	414189	Q5VW22
9606.ENSP00000413001	AGBL1	ENSG00000273540	123624	Q96MI9
9606.ENSP00000388275	AGBL3	ENSG00000146856	340351	Q8NEM8
9606.ENSP00000360905	AGBL4	ENSG00000186094	84871	Q5VU57
9606.ENSP00000353249	AGBL5	ENSG00000084693	60509	Q8NDL9
9606.ENSP00000364217	AGER	ENSG00000204305	177	Q15109
9606.ENSP00000387282	AGFG1	ENSG00000173744	3267	P52594
9606.ENSP00000300176	AGFG2	ENSG00000106351	3268	O95081
9606.ENSP00000316109	AGGF1	ENSG00000164252	55109	Q8N302
9606.ENSP00000347581	AGK	ENSG00000006530	55750	Q53H12
9606.ENSP00000294724	AGL	ENSG00000162688	178	P35573
9606.ENSP00000364986	AGMAT	ENSG00000116771	79814	Q9BSE5
9606.ENSP00000341662	AGMO	ENSG00000187546	392636	Q6ZNB7
9606.ENSP00000362300	AGO1	ENSG00000092847	26523	Q9UL18
9606.ENSP00000220592	AGO2	ENSG00000123908	27161	Q9UKV8
9606.ENSP00000362287	AGO3	ENSG00000126070	192669	Q9H9G7
9606.ENSP00000362306	AGO4	ENSG00000134698	192670	Q9HCK5
9606.ENSP00000337463	AGPAT1	ENSG00000204310	10554	Q99943
9606.ENSP00000360761	AGPAT2	ENSG00000169692	10555	O15120
9606.ENSP00000291572	AGPAT3	ENSG00000160216	56894	Q9NRZ7
9606.ENSP00000314036	AGPAT4	ENSG00000026652	56895	Q9NRZ5
9606.ENSP00000285518	AGPAT5	ENSG00000155189	55326	Q9NUQ2
9606.ENSP00000264167	AGPS	ENSG00000018510	8540	O00116
9606.ENSP00000391490	AGR2	ENSG00000106541	10551	O95994
9606.ENSP00000308606	AGR3	ENSG00000173467	155465	Q8TD06
9606.ENSP00000368678	AGRN	ENSG00000188157	375790	O00468
9606.ENSP00000290953	AGRP	ENSG00000159723	181	O00253
9606.ENSP00000355627	AGT	ENSG00000135744	183	P01019
9606.ENSP00000365251	AGTPBP1	ENSG00000135049	23287	Q9UPW5
9606.ENSP00000273430	AGTR1	ENSG00000144891	185	P30556
9606.ENSP00000360973	AGTR2	ENSG00000180772	186	P50052
9606.ENSP00000319713	AGTRAP	ENSG00000177674	57085	Q6RW13
9606.ENSP00000302620	AGXT	ENSG00000172482	189	P21549
9606.ENSP00000231420	AGXT2	ENSG00000113492	64902	Q9BYV1
9606.ENSP00000355465	AHCTF1	ENSG00000153207	25909	Q8WYP5
9606.ENSP00000217426	AHCY	ENSG00000101444	191	P23526
9606.ENSP00000358814	AHCYL1	ENSG00000168710	10768	O43865
9606.ENSP00000315931	AHCYL2	ENSG00000158467	23382	Q96HN2
9606.ENSP00000247087	AHDC1	ENSG00000126705	27245	Q5TGY3
9606.ENSP00000265602	AHI1	ENSG00000135541	54806	Q8N157
9606.ENSP00000367263	AHNAK	ENSG00000124942	79026	Q09666
9606.ENSP00000353114	AHNAK2	ENSG00000185567	113146	Q8IVF2
9606.ENSP00000242057	AHR	ENSG00000106546	196	P35869
9606.ENSP00000323816	AHRR	ENSG00000286169	57491	A9YTQ3
9606.ENSP00000216479	AHSA1	ENSG00000100591	10598	O95433
9606.ENSP00000393887	AHSG	ENSG00000145192	197	P02765
9606.ENSP00000307199	AHSP	ENSG00000169877	51327	Q9NZD4
9606.ENSP00000229335	AICDA	ENSG00000111732	57379	Q9GZX7
9606.ENSP00000339161	AIDA	ENSG00000186063	64853	Q96BJ3
9606.ENSP00000365227	AIF1	ENSG00000204472	199	P55008
9606.ENSP00000361383	AIF1L	ENSG00000126878	83543	Q9BQI0
9606.ENSP00000287295	AIFM1	ENSG00000156709	9131	O95831
9606.ENSP00000312370	AIFM2	ENSG00000042286	84883	Q9BRQ8
9606.ENSP00000382120	AIFM3	ENSG00000183773	150209	Q96NN9
9606.ENSP00000350509	AIG1	ENSG00000146416	51390	Q9NVV5
9606.ENSP00000357112	AIM2	ENSG00000163568	9447	O14862
9606.ENSP00000378191	AIMP1	ENSG00000164022	9255	Q12904
9606.ENSP00000223029	AIMP2	ENSG00000106305	7965	Q13155
9606.ENSP00000279146	AIP	ENSG00000110711	9049	O00170
9606.ENSP00000370521	AIPL1	ENSG00000129221	23746	Q9NZN9
9606.ENSP00000291582	AIRE	ENSG00000160224	326	O43918
9606.ENSP00000367432	AJAP1	ENSG00000196581	55966	Q9UKB5
9606.ENSP00000412388	AJM1	ENSG00000232434	389813	C9J069
9606.ENSP00000262713	AJUBA	ENSG00000129474	84962	Q96IF1
9606.ENSP00000362249	AK1	ENSG00000106992	203	P00568
9606.ENSP00000346921	AK2	ENSG00000004455	204	P54819
9606.ENSP00000371230	AK3	ENSG00000147853	50808	Q9UIJ7
9606.ENSP00000322175	AK4	ENSG00000162433	205	P27144
9606.ENSP00000346577	AK5	ENSG00000154027	26289	Q9Y6K8
9606.ENSP00000267584	AK7	ENSG00000140057	122481	Q96M32
9606.ENSP00000298545	AK8	ENSG00000165695	158067	Q96MA6
9606.ENSP00000410186	AK9	ENSG00000155085	221264	Q5TCS8
9606.ENSP00000399075	AKAIN1	ENSG00000231824	642597	P0CW23
9606.ENSP00000337736	AKAP1	ENSG00000121057	8165	Q92667
9606.ENSP00000225737	AKAP10	ENSG00000108599	11216	O43572
9606.ENSP00000025301	AKAP11	ENSG00000023516	11215	Q9UKA4
9606.ENSP00000253332	AKAP12	ENSG00000131016	9590	Q02952
9606.ENSP00000354718	AKAP13	ENSG00000170776	11214	Q12802
9606.ENSP00000360485	AKAP14	ENSG00000186471	158798	Q86UN6
9606.ENSP00000324827	AKAP17A	ENSG00000197976	8227	Q02040
9606.ENSP00000228850	AKAP3	ENSG00000111254	10566	O75969
9606.ENSP00000351327	AKAP4	ENSG00000147081	8852	Q5JQC9
9606.ENSP00000315615	AKAP5	ENSG00000179841	9495	P24588
9606.ENSP00000280979	AKAP6	ENSG00000151320	9472	Q13023
9606.ENSP00000405252	AKAP7	ENSG00000118507	9465	O43687
9606.ENSP00000405252	AKAP7	ENSG00000118507	9465	Q9P0M2
9606.ENSP00000269701	AKAP8	ENSG00000105127	10270	O43823
9606.ENSP00000380557	AKAP8L	ENSG00000011243	26993	Q9ULX6
9606.ENSP00000348573	AKAP9	ENSG00000127914	10142	Q99996
9606.ENSP00000310459	AKIP1	ENSG00000166452	56672	Q9NQ31
9606.ENSP00000392678	AKIRIN1	ENSG00000174574	79647	Q9H9L7
9606.ENSP00000257787	AKIRIN2	ENSG00000135334	55122	Q53H80
9606.ENSP00000303769	AKNA	ENSG00000106948	80709	Q7Z591
9606.ENSP00000359018	AKNAD1	ENSG00000162641	254268	Q5T1N1
9606.ENSP00000312606	AKR1A1	ENSG00000117448	10327	P14550
9606.ENSP00000285930	AKR1B1	ENSG00000085662	231	P15121
9606.ENSP00000352584	AKR1B10	ENSG00000198074	57016	O60218
9606.ENSP00000389289	AKR1B15	ENSG00000227471	441282	C9JRZ8
9606.ENSP00000370254	AKR1C1	ENSG00000187134	1645	Q04828
9606.ENSP00000370129	AKR1C2	ENSG00000151632	1646	P52895
9606.ENSP00000369927	AKR1C3	ENSG00000196139	8644	P42330
9606.ENSP00000263126	AKR1C4	ENSG00000198610	1109	P17516
9606.ENSP00000242375	AKR1D1	ENSG00000122787	6718	P51857
9606.ENSP00000298375	AKR1E2	ENSG00000165568	83592	Q96JD6
9606.ENSP00000235835	AKR7A2	ENSG00000053371	8574	O43488
9606.ENSP00000355377	AKR7A3	ENSG00000162482	22977	O95154
9606.ENSP00000270202	AKT1	ENSG00000142208	207	P31749
9606.ENSP00000341698	AKT1S1	ENSG00000204673	84335	Q96B36
9606.ENSP00000375892	AKT2	ENSG00000105221	208	P31751
9606.ENSP00000263826	AKT3	ENSG00000117020	10000	Q9Y243
9606.ENSP00000378152	AKTIP	ENSG00000166971	64400	Q9H8T0
9606.ENSP00000386284	ALAD	ENSG00000148218	210	P13716
9606.ENSP00000309259	ALAS1	ENSG00000023330	211	P13196
9606.ENSP00000332369	ALAS2	ENSG00000158578	212	P22557
9606.ENSP00000295897	ALB	ENSG00000163631	213	P02768
9606.ENSP00000305988	ALCAM	ENSG00000170017	214	Q13740
9606.ENSP00000293350	ALDH16A1	ENSG00000161618	126133	Q8IZ83
9606.ENSP00000360268	ALDH18A1	ENSG00000059573	5832	P54886
9606.ENSP00000297785	ALDH1A1	ENSG00000165092	216	P00352
9606.ENSP00000249750	ALDH1A2	ENSG00000128918	8854	O94788
9606.ENSP00000332256	ALDH1A3	ENSG00000184254	220	P47895
9606.ENSP00000366927	ALDH1B1	ENSG00000137124	219	P30837
9606.ENSP00000377083	ALDH1L1	ENSG00000144908	10840	O75891
9606.ENSP00000258494	ALDH1L2	ENSG00000136010	160428	Q3SY69
9606.ENSP00000261733	ALDH2	ENSG00000111275	217	P05091
9606.ENSP00000225740	ALDH3A1	ENSG00000108602	218	P30838
9606.ENSP00000345774	ALDH3A2	ENSG00000072210	224	P51648
9606.ENSP00000255084	ALDH3B2	ENSG00000132746	222	P48448
9606.ENSP00000290597	ALDH4A1	ENSG00000159423	8659	P30038
9606.ENSP00000314649	ALDH5A1	ENSG00000112294	7915	P51649
9606.ENSP00000450436	ALDH6A1	ENSG00000119711	4329	Q02252
9606.ENSP00000387123	ALDH7A1	ENSG00000164904	501	P49419
9606.ENSP00000265605	ALDH8A1	ENSG00000118514	64577	Q9H2A2
9606.ENSP00000346827	ALDH9A1	ENSG00000143149	223	P49189
9606.ENSP00000363988	ALDOB	ENSG00000136872	229	P05062
9606.ENSP00000226253	ALDOC	ENSG00000109107	230	P09972
9606.ENSP00000262374	ALG1	ENSG00000033011	56052	Q9BT22
9606.ENSP00000266483	ALG10	ENSG00000139133	84920	Q5BKT4
9606.ENSP00000310120	ALG10B	ENSG00000175548	144245	Q5I7T1
9606.ENSP00000430236	ALG11	ENSG00000253710	440138	Q2TAA5
9606.ENSP00000333813	ALG12	ENSG00000182858	79087	Q9BV10
9606.ENSP00000378260	ALG13	ENSG00000101901	79868	Q9NP73
9606.ENSP00000359224	ALG14	ENSG00000172339	199857	Q96F25
9606.ENSP00000340009	ALG1L	ENSG00000189366	200810	Q6GMV1
9606.ENSP00000417764	ALG2	ENSG00000119523	85365	Q9H553
9606.ENSP00000380793	ALG3	ENSG00000214160	10195	Q92685
9606.ENSP00000239891	ALG5	ENSG00000120697	29880	Q9Y673
9606.ENSP00000360149	ALG6	ENSG00000088035	29929	Q9Y672
9606.ENSP00000299626	ALG8	ENSG00000159063	79053	Q9BVK2
9606.ENSP00000435517	ALG9	ENSG00000086848	79796	Q9H6U8
9606.ENSP00000373700	ALK	ENSG00000171094	238	Q9UM73
9606.ENSP00000351345	ALKAL1	ENSG00000196711	389658	Q6UXT8
9606.ENSP00000384604	ALKAL2	ENSG00000189292	285016	Q6UX46
9606.ENSP00000216489	ALKBH1	ENSG00000100601	8846	Q13686
9606.ENSP00000343021	ALKBH2	ENSG00000189046	121642	Q6NS38
9606.ENSP00000302232	ALKBH3	ENSG00000166199	221120	Q96Q83
9606.ENSP00000292566	ALKBH4	ENSG00000160993	54784	Q9NXW9
9606.ENSP00000382091	ALKBH5	ENSG00000091542	54890	Q6P6C2
9606.ENSP00000368152	ALKBH6	ENSG00000239382	84964	Q3KRA9
9606.ENSP00000245812	ALKBH7	ENSG00000125652	84266	Q9BT30
9606.ENSP00000374219	ALKBH8	ENSG00000137760	91801	Q96BT7
9606.ENSP00000252505	ALLC	ENSG00000151360	55821	Q8N6M5
9606.ENSP00000251535	ALOX12	ENSG00000108839	239	P18054
9606.ENSP00000315167	ALOX12B	ENSG00000179477	242	O75342
9606.ENSP00000293761	ALOX15	ENSG00000161905	246	P16050
9606.ENSP00000369530	ALOX15B	ENSG00000179593	247	O15296
9606.ENSP00000363512	ALOX5	ENSG00000012779	240	P09917
9606.ENSP00000369858	ALOX5AP	ENSG00000132965	241	P20292
9606.ENSP00000314879	ALOXE3	ENSG00000179148	59344	Q9BYJ1
9606.ENSP00000295453	ALPG	ENSG00000163286	251	P10696
9606.ENSP00000295463	ALPI	ENSG00000163295	248	P09923
9606.ENSP00000177648	ALPK1	ENSG00000073331	80216	Q96QP1
9606.ENSP00000354991	ALPK2	ENSG00000198796	115701	Q86TB3
9606.ENSP00000258888	ALPK3	ENSG00000136383	57538	Q96L96
9606.ENSP00000363965	ALPL	ENSG00000162551	249	P05186
9606.ENSP00000375881	ALPP	ENSG00000163283	250	P05187
9606.ENSP00000264276	ALS2	ENSG00000003393	57679	Q96Q42
9606.ENSP00000313670	ALS2CL	ENSG00000178038	259173	Q60I27
9606.ENSP00000315417	ALX1	ENSG00000180318	8092	Q15699
9606.ENSP00000358807	ALX3	ENSG00000156150	257	O95076
9606.ENSP00000332744	ALX4	ENSG00000052850	60529	Q9H161
9606.ENSP00000421592	ALYREF	ENSG00000183684	10189	Q86V81
9606.ENSP00000371517	AMACR	ENSG00000242110	23600	Q9UHK6
9606.ENSP00000313809	AMBN	ENSG00000178522	258	Q9NP70
9606.ENSP00000265132	AMBP	ENSG00000106927	259	P02760
9606.ENSP00000318313	AMBRA1	ENSG00000110497	55626	Q9C0C7
9606.ENSP00000357880	AMD1	ENSG00000123505	262	P17707
9606.ENSP00000266736	AMDHD1	ENSG00000139344	144193	Q96NU7
9606.ENSP00000391596	AMDHD2	ENSG00000162066	51005	Q9Y303
9606.ENSP00000370088	AMELX	ENSG00000125363	265	Q99217
9606.ENSP00000370088	AMELX	ENSG00000125363	266	Q99217
9606.ENSP00000215479	AMELY	ENSG00000099721	266	Q99218
9606.ENSP00000426528	AMER2	ENSG00000165566	219287	Q8N7J2
9606.ENSP00000314914	AMER3	ENSG00000178171	205147	Q8N944
9606.ENSP00000290649	AMFR	ENSG00000159461	267	Q9UKV5
9606.ENSP00000221496	AMH	ENSG00000104899	268	P03971
9606.ENSP00000257863	AMHR2	ENSG00000135409	269	Q16671
9606.ENSP00000358878	AMIGO1	ENSG00000181754	57463	Q86WK6
9606.ENSP00000266581	AMIGO2	ENSG00000139211	347902	Q86SJ2
9606.ENSP00000323096	AMIGO3	ENSG00000176020	386724	Q86WK7
9606.ENSP00000262844	AMMECR1	ENSG00000101935	9949	Q9Y4X0
9606.ENSP00000272647	AMMECR1L	ENSG00000144233	83607	Q6DCA0
9606.ENSP00000299155	AMN	ENSG00000166126	81693	Q9BXJ7
9606.ENSP00000281471	AMN1	ENSG00000151743	196394	Q8IY45
9606.ENSP00000361027	AMOT	ENSG00000126016	154796	Q4VCS5
9606.ENSP00000387739	AMOTL1	ENSG00000166025	154810	Q8IY63
9606.ENSP00000249883	AMOTL2	ENSG00000114019	51421	Q9Y2J4
9606.ENSP00000430075	AMPD1	ENSG00000116748	270	P23109
9606.ENSP00000256578	AMPD2	ENSG00000116337	271	Q01433
9606.ENSP00000379802	AMPD3	ENSG00000133805	272	Q01432
9606.ENSP00000348602	AMPH	ENSG00000078053	273	P49418
9606.ENSP00000273588	AMT	ENSG00000145020	275	P48728
9606.ENSP00000341013	AMTN	ENSG00000187689	401138	Q6UX39
9606.ENSP00000359100	AMY1A	ENSG00000237763	276	P04745
9606.ENSP00000397582	AMY2A	ENSG00000243480	279	P04746
9606.ENSP00000354610	AMY2B	ENSG00000240038	280	P19961
9606.ENSP00000308149	AMZ1	ENSG00000174945	155185	Q400G9
9606.ENSP00000352976	AMZ2	ENSG00000196704	51321	Q86W34
9606.ENSP00000339109	ANAPC1	ENSG00000153107	64682	Q9H1A4
9606.ENSP00000310071	ANAPC10	ENSG00000164162	10393	Q9UM13
9606.ENSP00000349957	ANAPC11	ENSG00000141552	51529	Q9NYG5
9606.ENSP00000346987	ANAPC13	ENSG00000129055	25847	Q9BS18
9606.ENSP00000227618	ANAPC15	ENSG00000110200	25906	P60006
9606.ENSP00000299381	ANAPC16	ENSG00000166295	119504	Q96DE5
9606.ENSP00000314004	ANAPC2	ENSG00000176248	29882	Q9UJX6
9606.ENSP00000318775	ANAPC4	ENSG00000053900	29945	Q9UJX5
9606.ENSP00000261819	ANAPC5	ENSG00000089053	51433	Q9UJX4
9606.ENSP00000394394	ANAPC7	ENSG00000196510	51434	Q9UJX3
9606.ENSP00000336762	ANG	ENSG00000214274	283	P03950
9606.ENSP00000251089	ANGEL1	ENSG00000013523	23357	Q9UNK9
9606.ENSP00000355929	ANGEL2	ENSG00000174606	90806	Q5VTE6
9606.ENSP00000428340	ANGPT1	ENSG00000154188	284	Q15389
9606.ENSP00000314897	ANGPT2	ENSG00000091879	285	O15123
9606.ENSP00000371347	ANGPT4	ENSG00000101280	51378	Q9Y264
9606.ENSP00000234816	ANGPTL1	ENSG00000116194	9068	O95841
9606.ENSP00000362524	ANGPTL2	ENSG00000136859	23452	Q9UKU9
9606.ENSP00000360170	ANGPTL3	ENSG00000132855	27329	Q9Y5C1
9606.ENSP00000301455	ANGPTL4	ENSG00000167772	51129	Q9BY76
9606.ENSP00000335255	ANGPTL5	ENSG00000187151	253935	Q86XS5
9606.ENSP00000253109	ANGPTL6	ENSG00000130812	83854	Q8NI99
9606.ENSP00000366015	ANGPTL7	ENSG00000171819	10218	O43827
9606.ENSP00000252453	ANGPTL8	ENSG00000130173	55908	Q6UXH0
9606.ENSP00000409950	ANHX	ENSG00000227059	647589	E9PGG2
9606.ENSP00000265709	ANK1	ENSG00000029534	286	P16157
9606.ENSP00000349588	ANK2	ENSG00000145362	287	Q01484
9606.ENSP00000280772	ANK3	ENSG00000151150	288	Q12955
9606.ENSP00000313513	ANKAR	ENSG00000151687	150709	Q7Z5J8
9606.ENSP00000471417	ANKDD1B	ENSG00000189045	728780	A6NHY2
9606.ENSP00000367631	ANKEF1	ENSG00000132623	63926	Q9NU02
9606.ENSP00000321627	ANKFN1	ENSG00000153930	162282	Q8N957
9606.ENSP00000459775	ANKFY1	ENSG00000185722	51479	Q9P2R3
9606.ENSP00000284268	ANKH	ENSG00000154122	56172	Q9HCJ1
9606.ENSP00000297183	ANKHD1	ENSG00000131503	54882	Q8IWZ3
9606.ENSP00000265742	ANKIB1	ENSG00000001629	54467	Q9P2G1
9606.ENSP00000306678	ANKK1	ENSG00000170209	255239	Q8NFD2
9606.ENSP00000377971	ANKLE1	ENSG00000160117	126549	Q8NAG6
9606.ENSP00000350686	ANKLE2	ENSG00000176915	23141	Q86XL3
9606.ENSP00000272972	ANKMY1	ENSG00000144504	51281	Q9P2S6
9606.ENSP00000303570	ANKMY2	ENSG00000106524	57037	Q8IV38
9606.ENSP00000296785	ANKRA2	ENSG00000164331	57763	Q9H9E1
9606.ENSP00000360762	ANKRD1	ENSG00000148677	27063	Q15327
9606.ENSP00000267339	ANKRD10	ENSG00000088448	55608	Q9NXR5
9606.ENSP00000301030	ANKRD11	ENSG00000167522	29123	Q6UB99
9606.ENSP00000262126	ANKRD12	ENSG00000101745	23253	Q6UB98
9606.ENSP00000261739	ANKRD13A	ENSG00000076513	88455	Q8IZ07
9606.ENSP00000378328	ANKRD13B	ENSG00000198720	124930	Q86YJ7
9606.ENSP00000359982	ANKRD13C	ENSG00000118454	81573	Q8N6S4
9606.ENSP00000427130	ANKRD13D	ENSG00000172932	338692	Q6ZTN6
9606.ENSP00000369434	ANKRD16	ENSG00000134461	54522	Q6P6B7
9606.ENSP00000351416	ANKRD17	ENSG00000132466	26057	O75179
9606.ENSP00000382610	ANKRD18A	ENSG00000180071	253650	Q8IVF6
9606.ENSP00000290943	ANKRD18B	ENSG00000230453	441459	A2A2Z9
9606.ENSP00000306163	ANKRD2	ENSG00000165887	26287	Q9GZV1
9606.ENSP00000366826	ANKRD20A2	ENSG00000183148	441430	Q5SQ80
9606.ENSP00000349891	ANKRD20A4	ENSG00000172014	728747	Q4UJ75
9606.ENSP00000360998	ANKRD22	ENSG00000152766	118932	Q5VYY1
9606.ENSP00000321679	ANKRD23	ENSG00000163126	200539	Q86SG2
9606.ENSP00000321731	ANKRD24	ENSG00000089847	170961	Q8TF21
9606.ENSP00000365255	ANKRD26	ENSG00000107890	22852	Q9UPS8
9606.ENSP00000304292	ANKRD27	ENSG00000105186	84079	Q96NW4
9606.ENSP00000382379	ANKRD28	ENSG00000206560	23243	O15084
9606.ENSP00000468354	ANKRD29	ENSG00000154065	147463	Q8N6D5
9606.ENSP00000354432	ANKRD30A	ENSG00000148513	91074	Q9BXX3
9606.ENSP00000351875	ANKRD30B	ENSG00000180777	374860	Q9BXX2
9606.ENSP00000386398	ANKRD30BL	ENSG00000163046	554226	A7E2S9
9606.ENSP00000274361	ANKRD31	ENSG00000145700	256006	Q8N7Z5
9606.ENSP00000301190	ANKRD33	ENSG00000167612	341405	Q7Z3H0
9606.ENSP00000296657	ANKRD33B	ENSG00000164236	651746	A6NCL7
9606.ENSP00000339802	ANKRD34B	ENSG00000189127	340120	A5PLL1
9606.ENSP00000347802	ANKRD35	ENSG00000198483	148741	Q8N283
9606.ENSP00000391950	ANKRD36	ENSG00000135976	375248	A6QL64
9606.ENSP00000403302	ANKRD36C	ENSG00000174501	400986	Q5JPF3
9606.ENSP00000335147	ANKRD37	ENSG00000186352	353322	Q7Z713
9606.ENSP00000377170	ANKRD39	ENSG00000213337	51239	Q53RE8
9606.ENSP00000285243	ANKRD40	ENSG00000154945	91369	Q6AI12
9606.ENSP00000377051	ANKRD42	ENSG00000137494	338699	Q8N9B4
9606.ENSP00000387233	ANKRD44	ENSG00000065413	91526	Q8N8A2
9606.ENSP00000331268	ANKRD45	ENSG00000183831	339416	Q5TZF3
9606.ENSP00000335287	ANKRD46	ENSG00000186106	157567	Q86W74
9606.ENSP00000303518	ANKRD49	ENSG00000168876	54851	Q8WVL7
9606.ENSP00000425658	ANKRD50	ENSG00000151458	57182	Q9ULJ7
9606.ENSP00000267116	ANKRD52	ENSG00000139645	283373	Q8NB46
9606.ENSP00000353796	ANKRD53	ENSG00000144031	79998	Q8N9V6
9606.ENSP00000215941	ANKRD54	ENSG00000100124	129138	Q6NXT1
9606.ENSP00000342295	ANKRD55	ENSG00000164512	79722	Q3KP44
9606.ENSP00000345767	ANKRD6	ENSG00000135299	22881	Q9Y2G4
9606.ENSP00000396747	ANKRD60	ENSG00000124227	140731	Q9BZ19
9606.ENSP00000386502	ANKRD61	ENSG00000157999	100310846	A6NGH8
9606.ENSP00000399547	ANKRD63	ENSG00000230778	100131244	C9JTQ0
9606.ENSP00000445688	ANKRD65	ENSG00000235098	441869	E5RJM6
9606.ENSP00000454770	ANKRD66	ENSG00000230062	100287718	B4E2M5
9606.ENSP00000265224	ANKRD7	ENSG00000106013	56311	Q92527
9606.ENSP00000286918	ANKRD9	ENSG00000156381	122416	Q96BM1
9606.ENSP00000353518	ANKS1A	ENSG00000064999	23294	Q92625
9606.ENSP00000449629	ANKS1B	ENSG00000185046	56899	Q7Z6G8
9606.ENSP00000304586	ANKS3	ENSG00000168096	124401	Q6ZW76
9606.ENSP00000308772	ANKS4B	ENSG00000175311	257629	Q8N8V4
9606.ENSP00000297837	ANKS6	ENSG00000165138	203286	Q68DC2
9606.ENSP00000387907	ANKUB1	ENSG00000206199	389161	A6NFN9
9606.ENSP00000321617	ANKZF1	ENSG00000163516	55139	Q9H8Y5
9606.ENSP00000265748	ANLN	ENSG00000011426	54443	Q9NQW6
9606.ENSP00000347454	ANO1	ENSG00000131620	55107	Q5XXA6
9606.ENSP00000292246	ANO10	ENSG00000160746	55129	Q9NW15
9606.ENSP00000314048	ANO2	ENSG00000047617	57101	Q9NQ90
9606.ENSP00000256737	ANO3	ENSG00000134343	63982	Q9BYT9
9606.ENSP00000376705	ANO4	ENSG00000151572	121601	Q32M45
9606.ENSP00000315371	ANO5	ENSG00000171714	203859	Q75V66
9606.ENSP00000409126	ANO6	ENSG00000177119	196527	Q4KMQ2
9606.ENSP00000274979	ANO7	ENSG00000146205	50636	Q6IWH7
9606.ENSP00000159087	ANO8	ENSG00000074855	57719	Q9HCE9
9606.ENSP00000332788	ANO9	ENSG00000185101	338440	A1A5B4
9606.ENSP00000262648	ANOS1	ENSG00000011201	3730	P23352
9606.ENSP00000417864	ANP32A	ENSG00000140350	8125	P39687
9606.ENSP00000345848	ANP32B	ENSG00000136938	10541	Q92688
9606.ENSP00000266594	ANP32D	ENSG00000139223	23519	O95626
9606.ENSP00000300060	ANPEP	ENSG00000166825	290	P15144
9606.ENSP00000301945	ANTXR1	ENSG00000169604	84168	Q9H6X2
9606.ENSP00000306185	ANTXR2	ENSG00000163297	118429	P58335
9606.ENSP00000257497	ANXA1	ENSG00000135046	301	P04083
9606.ENSP00000352248	ANXA10	ENSG00000109511	11199	Q9UJ72
9606.ENSP00000265447	ANXA11	ENSG00000122359	311	P50995
9606.ENSP00000262219	ANXA13	ENSG00000104537	312	P27216
9606.ENSP00000346032	ANXA2	ENSG00000182718	302	P07355
9606.ENSP00000315915	ANXA2R	ENSG00000177721	389289	Q3ZCQ2
9606.ENSP00000264908	ANXA3	ENSG00000138772	306	P12429
9606.ENSP00000377833	ANXA4	ENSG00000196975	307	P09525
9606.ENSP00000296511	ANXA5	ENSG00000164111	308	P08758
9606.ENSP00000346550	ANXA6	ENSG00000197043	309	P08133
9606.ENSP00000362010	ANXA7	ENSG00000138279	310	P20073
9606.ENSP00000357943	ANXA9	ENSG00000143412	8416	O76027
9606.ENSP00000354193	AOC1	ENSG00000002726	26	P19801
9606.ENSP00000253799	AOC2	ENSG00000131480	314	O75106
9606.ENSP00000312326	AOC3	ENSG00000131471	8639	Q16853
9606.ENSP00000363832	AOX1	ENSG00000138356	316	Q06278
9606.ENSP00000274000	AP1AR	ENSG00000138660	55435	Q63HQ0
9606.ENSP00000350199	AP1B1	ENSG00000100280	162	Q10567
9606.ENSP00000377148	AP1G1	ENSG00000166747	164	O43747
9606.ENSP00000312442	AP1G2	ENSG00000213983	8906	O75843
9606.ENSP00000388996	AP1M1	ENSG00000072958	8907	Q9BXS5
9606.ENSP00000250244	AP1M2	ENSG00000129354	10053	Q9Y6Q5
9606.ENSP00000336666	AP1S1	ENSG00000106367	1174	P61966
9606.ENSP00000328789	AP1S2	ENSG00000182287	8905	P56377
9606.ENSP00000379891	AP1S3	ENSG00000152056	130340	Q96PC3
9606.ENSP00000351926	AP2A1	ENSG00000196961	160	O95782
9606.ENSP00000413234	AP2A2	ENSG00000183020	161	O94973
9606.ENSP00000292807	AP2M1	ENSG00000161203	1173	Q96CW1
9606.ENSP00000263270	AP2S1	ENSG00000042753	1175	P53680
9606.ENSP00000255194	AP3B1	ENSG00000132842	8546	O00203
9606.ENSP00000261722	AP3B2	ENSG00000103723	8120	Q13367
9606.ENSP00000344055	AP3D1	ENSG00000065000	8943	O14617
9606.ENSP00000347408	AP3M1	ENSG00000185009	26985	Q9Y2T2
9606.ENSP00000174653	AP3M2	ENSG00000070718	10947	P53677
9606.ENSP00000325369	AP3S1	ENSG00000177879	1176	Q92572
9606.ENSP00000338777	AP3S2	ENSG00000157823	10239	P59780
9606.ENSP00000256658	AP4B1	ENSG00000134262	10717	Q9Y6B7
