STRING_id	gene_symbol	ensembl_id	entrezgene	uniprot_id
9606.ENSP00000375683	KLK7	ENSG00000169035	5650	P49862
9606.ENSP00000375682	KLK8	ENSG00000129455	11202	O60259
9606.ENSP00000264690	KLKB1	ENSG00000164344	3818	P03952
9606.ENSP00000392204	KLLN	ENSG00000227268	100144748	B2CW77
9606.ENSP00000229402	KLRB1	ENSG00000111796	3820	Q12918
9606.ENSP00000352064	KLRC1	ENSG00000134545	3821	P26715
9606.ENSP00000371327	KLRC2	ENSG00000205809	3822	P26717
9606.ENSP00000371328	KLRC3	ENSG00000205810	3823	Q07444
9606.ENSP00000310216	KLRC4	ENSG00000183542	8302	O43908
9606.ENSP00000338130	KLRD1	ENSG00000134539	3824	Q13241
9606.ENSP00000438244	KLRF2	ENSG00000256797	100431172	D3W0D1
9606.ENSP00000349477	KLRG1	ENSG00000139187	10219	Q96E93
9606.ENSP00000339356	KLRG2	ENSG00000188883	346689	A4D1S0
9606.ENSP00000240618	KLRK1	ENSG00000213809	100528032	P26718
9606.ENSP00000240618	KLRK1	ENSG00000213809	22914	P26718
9606.ENSP00000355517	KMO	ENSG00000117009	8564	O15229
9606.ENSP00000436786	KMT2A	ENSG00000118058	4297	Q03164
9606.ENSP00000262189	KMT2C	ENSG00000055609	58508	Q8NEZ4
9606.ENSP00000301067	KMT2D	ENSG00000167548	8085	O14686
9606.ENSP00000257745	KMT2E	ENSG00000005483	55904	Q8IZD2
9606.ENSP00000332995	KMT5A	ENSG00000183955	387893	Q9NQR1
9606.ENSP00000305899	KMT5B	ENSG00000110066	51111	Q4FZB7
9606.ENSP00000255613	KMT5C	ENSG00000133247	84787	Q86Y97
9606.ENSP00000379607	KNCN	ENSG00000162456	148930	A6PVL3
9606.ENSP00000304437	KNDC1	ENSG00000171798	85442	Q76NI1
9606.ENSP00000265023	KNG1	ENSG00000113889	3827	P01042
9606.ENSP00000335463	KNL1	ENSG00000137812	57082	Q8NG31
9606.ENSP00000219837	KNOP1	ENSG00000103550	400506	Q1ED39
9606.ENSP00000249776	KNSTRN	ENSG00000128944	90417	Q9Y448
9606.ENSP00000328236	KNTC1	ENSG00000184445	9735	P50748
9606.ENSP00000343701	KPNA1	ENSG00000114030	3836	P52294
9606.ENSP00000332455	KPNA2	ENSG00000182481	3838	P52292
9606.ENSP00000261667	KPNA3	ENSG00000102753	3839	O00505
9606.ENSP00000334373	KPNA4	ENSG00000186432	3840	O00629
9606.ENSP00000348704	KPNA5	ENSG00000196911	3841	O15131
9606.ENSP00000362728	KPNA6	ENSG00000025800	23633	O60684
9606.ENSP00000330878	KPNA7	ENSG00000185467	402569	A9QM74
9606.ENSP00000290158	KPNB1	ENSG00000108424	3837	Q14974
9606.ENSP00000337850	KPTN	ENSG00000118162	11133	Q9Y664
9606.ENSP00000256078	KRAS	ENSG00000133703	3845	P01116
9606.ENSP00000328017	KRBA2	ENSG00000184619	124751	Q6ZNG9
9606.ENSP00000373254	KRBOX1	ENSG00000240747	100506243	C9JBD0
9606.ENSP00000345797	KRBOX4	ENSG00000147121	55634	Q5JUW0
9606.ENSP00000340083	KRCC1	ENSG00000172086	51315	Q9NPI7
9606.ENSP00000331242	KREMEN1	ENSG00000183762	83999	Q96MU8
9606.ENSP00000304422	KREMEN2	ENSG00000131650	79412	Q8NCW0
9606.ENSP00000320917	KRI1	ENSG00000129347	65095	Q8N9T8
9606.ENSP00000344668	KRIT1	ENSG00000001631	889	O00522
9606.ENSP00000229214	KRR1	ENSG00000111615	11103	Q13601
9606.ENSP00000252244	KRT1	ENSG00000167768	3848	P04264
9606.ENSP00000269576	KRT10	ENSG00000186395	3858	P13645
9606.ENSP00000251643	KRT12	ENSG00000187242	3859	Q99456
9606.ENSP00000246635	KRT13	ENSG00000171401	3860	P13646
9606.ENSP00000167586	KRT14	ENSG00000186847	3861	P02533
9606.ENSP00000254043	KRT15	ENSG00000171346	3866	P19012
9606.ENSP00000301653	KRT16	ENSG00000186832	3868	P08779
9606.ENSP00000308452	KRT17	ENSG00000128422	3872	Q04695
9606.ENSP00000373487	KRT18	ENSG00000111057	3875	P05783
9606.ENSP00000355124	KRT19	ENSG00000171345	3880	P08727
9606.ENSP00000310861	KRT2	ENSG00000172867	3849	P35908
9606.ENSP00000167588	KRT20	ENSG00000171431	54474	P35900
9606.ENSP00000377616	KRT222	ENSG00000213424	125113	Q8N1A0
9606.ENSP00000209718	KRT23	ENSG00000108244	25984	Q9C075
9606.ENSP00000264651	KRT24	ENSG00000167916	192666	Q2M2I5
9606.ENSP00000310573	KRT25	ENSG00000204897	147183	Q7Z3Z0
9606.ENSP00000334798	KRT26	ENSG00000186393	353288	Q7Z3Y9
9606.ENSP00000301656	KRT27	ENSG00000171446	342574	Q7Z3Y8
9606.ENSP00000305263	KRT28	ENSG00000173908	162605	Q7Z3Y7
9606.ENSP00000413479	KRT3	ENSG00000186442	3850	P12035
9606.ENSP00000251645	KRT31	ENSG00000094796	3881	Q15323
9606.ENSP00000225899	KRT32	ENSG00000108759	3882	Q14532
9606.ENSP00000007735	KRT33A	ENSG00000006059	3883	O76009
9606.ENSP00000251646	KRT33B	ENSG00000131738	3884	Q14525
9606.ENSP00000377570	KRT34	ENSG00000131737	3885	O76011
9606.ENSP00000377558	KRT35	ENSG00000197079	3886	Q92764
9606.ENSP00000329165	KRT36	ENSG00000126337	8689	O76013
9606.ENSP00000225550	KRT37	ENSG00000108417	8688	O76014
9606.ENSP00000246646	KRT38	ENSG00000171360	8687	O76015
9606.ENSP00000448220	KRT4	ENSG00000170477	3851	P19013
9606.ENSP00000366984	KRT40	ENSG00000204889	125115	Q6A162
9606.ENSP00000252242	KRT5	ENSG00000186081	3852	P13647
9606.ENSP00000369317	KRT6A	ENSG00000205420	3853	P02538
9606.ENSP00000252252	KRT6B	ENSG00000185479	3854	P04259
9606.ENSP00000252250	KRT6C	ENSG00000170465	286887	P48668
9606.ENSP00000329243	KRT7	ENSG00000135480	3855	P08729
9606.ENSP00000267119	KRT71	ENSG00000139648	112802	Q3SY84
9606.ENSP00000293745	KRT72	ENSG00000170486	140807	Q14CN4
9606.ENSP00000307014	KRT73	ENSG00000186049	319101	Q86Y46
9606.ENSP00000307240	KRT74	ENSG00000170484	121391	Q7RTS7
9606.ENSP00000252245	KRT75	ENSG00000170454	9119	O95678
9606.ENSP00000330101	KRT76	ENSG00000185069	51350	Q01546
9606.ENSP00000342710	KRT77	ENSG00000189182	374454	Q7Z794
9606.ENSP00000306261	KRT78	ENSG00000170423	196374	Q8N1N4
9606.ENSP00000328358	KRT79	ENSG00000185640	338785	Q5XKE5
9606.ENSP00000293308	KRT8	ENSG00000170421	3856	P05787
9606.ENSP00000378292	KRT80	ENSG00000167767	144501	Q6KB66
9606.ENSP00000369349	KRT81	ENSG00000205426	3887	Q14533
9606.ENSP00000257974	KRT82	ENSG00000161850	3888	Q9NSB4
9606.ENSP00000293670	KRT83	ENSG00000170523	3889	P78385
9606.ENSP00000257951	KRT84	ENSG00000161849	3890	Q9NSB2
9606.ENSP00000257901	KRT85	ENSG00000135443	3891	P78386
9606.ENSP00000293525	KRT86	ENSG00000170442	3892	O43790
9606.ENSP00000452237	KRT86	ENSG00000170442	3892	O43790
9606.ENSP00000246662	KRT9	ENSG00000171403	3857	P35527
9606.ENSP00000305975	KRTAP1-1	ENSG00000188581	81851	Q07627
9606.ENSP00000344420	KRTAP1-3	ENSG00000221880	81850	Q8IUG1
9606.ENSP00000366976	KRTAP1-4	ENSG00000204887	728255	P0C5Y4
9606.ENSP00000355302	KRTAP1-5	ENSG00000221852	83895	Q9BYS1
9606.ENSP00000383226	KRTAP10-1	ENSG00000215455	386677	P60331
9606.ENSP00000369438	KRTAP10-10	ENSG00000221859	353333	P60014
9606.ENSP00000334197	KRTAP10-11	ENSG00000243489	386678	P60412
9606.ENSP00000383216	KRTAP10-12	ENSG00000189169	386685	P60413
9606.ENSP00000375479	KRTAP10-2	ENSG00000205445	386679	P60368
9606.ENSP00000375478	KRTAP10-3	ENSG00000212935	386682	P60369
9606.ENSP00000383225	KRTAP10-4	ENSG00000215454	386672	P60372
9606.ENSP00000383223	KRTAP10-5	ENSG00000241123	386680	P60370
9606.ENSP00000383219	KRTAP10-6	ENSG00000188155	386674	P60371
9606.ENSP00000335565	KRTAP10-8	ENSG00000187766	386681	P60410
9606.ENSP00000381009	KRTAP10-9	ENSG00000221837	386676	P60411
9606.ENSP00000330720	KRTAP11-1	ENSG00000182591	337880	Q8IUC1
9606.ENSP00000375475	KRTAP12-1	ENSG00000187175	353332	P59990
9606.ENSP00000354001	KRTAP12-2	ENSG00000221864	353323	P59991
9606.ENSP00000381005	KRTAP12-3	ENSG00000205439	386683	P60328
9606.ENSP00000375476	KRTAP12-4	ENSG00000212933	386684	P60329
9606.ENSP00000347635	KRTAP13-1	ENSG00000198390	140258	Q8IUC0
9606.ENSP00000382777	KRTAP13-2	ENSG00000182816	337959	Q52LG2
9606.ENSP00000375109	KRTAP13-3	ENSG00000240432	337960	Q3SY46
9606.ENSP00000334834	KRTAP13-4	ENSG00000186971	284827	Q3LI77
9606.ENSP00000334866	KRTAP15-1	ENSG00000186970	254950	Q3LI76
9606.ENSP00000375147	KRTAP16-1	ENSG00000212657	100505753	A8MUX0
9606.ENSP00000333993	KRTAP17-1	ENSG00000186860	83902	Q9BYP8
9606.ENSP00000375108	KRTAP19-1	ENSG00000184351	337882	Q8IUB9
9606.ENSP00000335660	KRTAP19-2	ENSG00000186965	337969	Q3LHN2
9606.ENSP00000335567	KRTAP19-4	ENSG00000186967	337971	Q3LI73
9606.ENSP00000334985	KRTAP19-5	ENSG00000186977	337972	Q3LI72
9606.ENSP00000375107	KRTAP19-6	ENSG00000186925	337973	Q3LI70
9606.ENSP00000334696	KRTAP19-7	ENSG00000244362	337974	Q3SYF9
9606.ENSP00000372272	KRTAP19-8	ENSG00000206102	728299	Q3LI54
9606.ENSP00000375238	KRTAP2-1	ENSG00000212725	81872	Q9BYU5
9606.ENSP00000381494	KRTAP2-2	ENSG00000214518	728279	Q9BYT5
9606.ENSP00000375237	KRTAP2-3	ENSG00000212724	730755	P0C7H8
9606.ENSP00000377583	KRTAP2-4	ENSG00000213417	85294	Q9BYR9
9606.ENSP00000335503	KRTAP20-1	ENSG00000244624	337975	Q3LI63
9606.ENSP00000330746	KRTAP20-2	ENSG00000184032	337976	Q3LI61
9606.ENSP00000372276	KRTAP20-3	ENSG00000206104	337985	Q3LI60
9606.ENSP00000372278	KRTAP20-4	ENSG00000206105	100151643	Q3LI62
9606.ENSP00000334287	KRTAP21-2	ENSG00000187026	337978	Q3LI59
9606.ENSP00000333887	KRTAP22-1	ENSG00000186924	337979	Q3MIV0
9606.ENSP00000346536	KRTAP23-1	ENSG00000186980	337963	A1A580
9606.ENSP00000339238	KRTAP24-1	ENSG00000188694	643803	Q3LI83
9606.ENSP00000398619	KRTAP25-1	ENSG00000232263	100131902	Q3LHN0
9606.ENSP00000353742	KRTAP26-1	ENSG00000197683	388818	Q6PEX3
9606.ENSP00000372286	KRTAP27-1	ENSG00000206107	643812	Q3LI81
9606.ENSP00000375430	KRTAP3-1	ENSG00000212901	83896	Q9BYR8
9606.ENSP00000375429	KRTAP3-2	ENSG00000212900	83897	Q9BYR7
9606.ENSP00000375428	KRTAP3-3	ENSG00000212899	85293	Q9BYR6
9606.ENSP00000381489	KRTAP4-1	ENSG00000198443	85285	Q9BYQ7
9606.ENSP00000375232	KRTAP4-11	ENSG00000212721	653240	Q9BYQ6
9606.ENSP00000377582	KRTAP4-12	ENSG00000213416	83755	Q9BQ66
9606.ENSP00000366955	KRTAP4-2	ENSG00000244537	85291	Q9BYR5
9606.ENSP00000375151	KRTAP4-3	ENSG00000196156	85290	Q9BYR4
9606.ENSP00000375076	KRTAP4-4	ENSG00000171396	84616	Q9BYR3
9606.ENSP00000340546	KRTAP4-5	ENSG00000198271	85289	Q9BYR2
9606.ENSP00000328270	KRTAP4-6	ENSG00000198090	81871	Q9BYQ5
9606.ENSP00000375236	KRTAP4-7	ENSG00000240871	100132476	Q9BYR0
9606.ENSP00000328444	KRTAP4-8	ENSG00000204880	728224	Q9BYQ9
9606.ENSP00000375234	KRTAP4-9	ENSG00000212722	100132386	Q9BYQ8
9606.ENSP00000371606	KRTAP5-1	ENSG00000205869	387264	Q6L8H4
9606.ENSP00000381542	KRTAP5-10	ENSG00000204572	387273	Q6L8G5
9606.ENSP00000382590	KRTAP5-4	ENSG00000241598	387267	Q6L8H1
9606.ENSP00000382584	KRTAP5-5	ENSG00000185940	439915	Q701N2
9606.ENSP00000371595	KRTAP5-6	ENSG00000205864	440023	Q6L8G9
9606.ENSP00000417330	KRTAP5-7	ENSG00000244411	440050	Q6L8G8
9606.ENSP00000420723	KRTAP5-8	ENSG00000241233	57830	O75690
9606.ENSP00000431443	KRTAP5-9	ENSG00000254997	3846	P26371
9606.ENSP00000332690	KRTAP6-1	ENSG00000184724	337966	Q3LI64
9606.ENSP00000334560	KRTAP6-2	ENSG00000186930	337967	Q3LI66
9606.ENSP00000375482	KRTAP6-3	ENSG00000212938	337968	Q3LI67
9606.ENSP00000332805	KRTAP8-1	ENSG00000183640	337879	Q8IUC2
9606.ENSP00000381488	KRTAP9-1	ENSG00000240542	728318	A8MXZ3
9606.ENSP00000366950	KRTAP9-2	ENSG00000239886	83899	Q9BYQ4
9606.ENSP00000392189	KRTAP9-3	ENSG00000204873	83900	Q9BYQ3
9606.ENSP00000334922	KRTAP9-4	ENSG00000241595	85280	Q9BYQ2
9606.ENSP00000254072	KRTAP9-8	ENSG00000187272	83901	Q9BYQ0
9606.ENSP00000377576	KRTAP9-9	ENSG00000198083	81870	Q9BYP9
9606.ENSP00000295682	KRTCAP2	ENSG00000163463	200185	Q8N6L1
9606.ENSP00000288873	KRTCAP3	ENSG00000157992	200634	Q53RY4
9606.ENSP00000339251	KRTDAP	ENSG00000188508	388533	P60985
9606.ENSP00000339952	KSR2	ENSG00000171435	283455	Q6VAB6
9606.ENSP00000360676	KTI12	ENSG00000198841	112970	Q96EK9
9606.ENSP00000378720	KTN1	ENSG00000126777	3895	Q86UP2
9606.ENSP00000222307	KXD1	ENSG00000105700	79036	Q9BQD3
9606.ENSP00000397598	KY	ENSG00000174611	339855	Q8NBH2
9606.ENSP00000302227	KYAT1	ENSG00000171097	883	Q16773
9606.ENSP00000260508	KYAT3	ENSG00000137944	56267	Q6YP21
9606.ENSP00000264170	KYNU	ENSG00000115919	8942	Q16719
9606.ENSP00000419901	L1TD1	ENSG00000240563	54596	Q5T7N2
9606.ENSP00000267436	L2HGDH	ENSG00000087299	79944	Q9H9P8
9606.ENSP00000247194	L3HYPDH	ENSG00000126790	112849	Q96EM0
9606.ENSP00000398516	L3MBTL1	ENSG00000185513	26013	Q9Y468
9606.ENSP00000216237	L3MBTL2	ENSG00000100395	83746	Q969R5
9606.ENSP00000354526	L3MBTL3	ENSG00000198945	84456	Q96JM7
9606.ENSP00000317619	LACC1	ENSG00000179630	144811	Q8IV20
9606.ENSP00000257867	LACRT	ENSG00000135413	90070	Q9GZZ8
9606.ENSP00000261893	LACTB	ENSG00000103642	114294	P83111
9606.ENSP00000276590	LACTB2	ENSG00000147592	51110	Q53H82
9606.ENSP00000402297	LACTBL1	ENSG00000215906	646262	A8MY62
9606.ENSP00000375829	LAD1	ENSG00000159166	3898	O00515
9606.ENSP00000203629	LAG3	ENSG00000089692	3902	P18627
9606.ENSP00000349923	LAGE3	ENSG00000196976	8270	Q14657
9606.ENSP00000375622	LAIR1	ENSG00000167613	3903	Q6GTX8
9606.ENSP00000301202	LAIR2	ENSG00000167618	3904	Q6ISS4
9606.ENSP00000301046	LALBA	ENSG00000167531	3906	P00709
9606.ENSP00000374309	LAMA1	ENSG00000101680	284217	P25391
9606.ENSP00000400365	LAMA2	ENSG00000196569	3908	P24043
9606.ENSP00000324532	LAMA3	ENSG00000053747	3909	Q16787
9606.ENSP00000230538	LAMA4	ENSG00000112769	3910	Q16363
9606.ENSP00000252999	LAMA5	ENSG00000130702	3911	O15230
9606.ENSP00000222399	LAMB1	ENSG00000091136	3912	P07942
9606.ENSP00000307156	LAMB2	ENSG00000172037	3913	P55268
9606.ENSP00000348384	LAMB3	ENSG00000196878	3914	Q13751
9606.ENSP00000205386	LAMB4	ENSG00000091128	22798	A4D0S4
9606.ENSP00000258341	LAMC1	ENSG00000135862	3915	P11047
9606.ENSP00000264144	LAMC2	ENSG00000058085	3918	Q13753
9606.ENSP00000354360	LAMC3	ENSG00000050555	10319	Q9Y6N6
9606.ENSP00000333298	LAMP1	ENSG00000185896	3916	P11279
9606.ENSP00000408411	LAMP2	ENSG00000005893	3920	P13473
9606.ENSP00000265598	LAMP3	ENSG00000078081	27074	Q9UQV4
9606.ENSP00000246070	LAMP5	ENSG00000125869	24141	Q9UJQ1
9606.ENSP00000278671	LAMTOR1	ENSG00000149357	55004	Q6IAA8
9606.ENSP00000357288	LAMTOR2	ENSG00000116586	28956	Q9Y2Q5
9606.ENSP00000424183	LAMTOR3	ENSG00000109270	8649	Q9UHA4
9606.ENSP00000343118	LAMTOR4	ENSG00000188186	389541	Q0VGL1
9606.ENSP00000256644	LAMTOR5	ENSG00000134248	10542	O43504
9606.ENSP00000233714	LANCL1	ENSG00000115365	10314	O43813
9606.ENSP00000254770	LANCL2	ENSG00000132434	55915	Q9NS86
9606.ENSP00000367882	LANCL3	ENSG00000147036	347404	Q6ZV70
9606.ENSP00000226299	LAP3	ENSG00000002549	51056	P28838
9606.ENSP00000175091	LAPTM4A	ENSG00000068697	9741	Q15012
9606.ENSP00000402301	LAPTM4B	ENSG00000104341	55353	Q86VI4
9606.ENSP00000294507	LAPTM5	ENSG00000162511	7805	Q13571
9606.ENSP00000347088	LARGE1	ENSG00000133424	9215	O95461
9606.ENSP00000324570	LARGE2	ENSG00000165905	120071	Q8N3Y3
9606.ENSP00000336721	LARP1	ENSG00000155506	23367	Q6PKG0
9606.ENSP00000321997	LARP1B	ENSG00000138709	55132	Q659C4
9606.ENSP00000381490	LARP4	ENSG00000161813	113251	Q71RC2
9606.ENSP00000326128	LARP4B	ENSG00000107929	23185	Q92615
9606.ENSP00000299213	LARP6	ENSG00000166173	55323	Q9BRS8
9606.ENSP00000314311	LARP7	ENSG00000174720	51574	Q4G0J3
9606.ENSP00000265537	LARS2	ENSG00000011376	23395	Q15031
9606.ENSP00000363944	LAS1L	ENSG00000001497	81887	Q9Y4W2
9606.ENSP00000325240	LASP1	ENSG00000002834	3927	Q14847
9606.ENSP00000378845	LAT	ENSG00000213658	27040	O43561
9606.ENSP00000275635	LAT2	ENSG00000086730	7462	Q9GZY6
9606.ENSP00000253339	LATS1	ENSG00000131023	9113	O95835
9606.ENSP00000372035	LATS2	ENSG00000150457	26524	Q9NRM7
9606.ENSP00000406970	LAX1	ENSG00000122188	54900	Q8IWV1
9606.ENSP00000364764	LAYN	ENSG00000204381	143903	Q6UX15
9606.ENSP00000378733	LBH	ENSG00000213626	81606	Q53QV2
9606.ENSP00000346600	LBHD1	ENSG00000162194	79081	Q9BQE6
9606.ENSP00000217407	LBP	ENSG00000129988	3929	P18428
9606.ENSP00000272163	LBR	ENSG00000143815	3930	Q14739
9606.ENSP00000359212	LBX1	ENSG00000138136	10660	P52954
9606.ENSP00000417116	LBX2	ENSG00000179528	85474	Q6XYB7
9606.ENSP00000358861	LCA5	ENSG00000135338	167691	Q86VQ0
9606.ENSP00000288350	LCA5L	ENSG00000157578	150082	O95447
9606.ENSP00000264005	LCAT	ENSG00000213398	3931	P04180
9606.ENSP00000334869	LCE1A	ENSG00000186844	353131	Q5T7P2
9606.ENSP00000353203	LCE1B	ENSG00000196734	353132	Q5T7P3
9606.ENSP00000316737	LCE1D	ENSG00000172155	353134	Q5T752
9606.ENSP00000357759	LCE1E	ENSG00000186226	353135	Q5T753
9606.ENSP00000334187	LCE1F	ENSG00000240386	353137	Q5T754
9606.ENSP00000357768	LCE2A	ENSG00000187173	353139	Q5TA79
9606.ENSP00000357769	LCE2B	ENSG00000159455	26239	O14633
9606.ENSP00000357772	LCE2C	ENSG00000187180	353140	Q5TA81
9606.ENSP00000357773	LCE2D	ENSG00000187223	353141	Q5TA82
9606.ENSP00000335006	LCE3A	ENSG00000185962	353142	Q5TA76
9606.ENSP00000335358	LCE3B	ENSG00000187238	353143	Q5TA77
9606.ENSP00000334644	LCE3C	ENSG00000244057	353144	Q5T5A8
9606.ENSP00000357776	LCE3D	ENSG00000163202	84648	Q9BYE3
9606.ENSP00000357778	LCE3E	ENSG00000185966	353145	Q5T5B0
9606.ENSP00000335223	LCE4A	ENSG00000187170	199834	Q5TA78
9606.ENSP00000333952	LCE5A	ENSG00000186207	254910	Q5TCM9
9606.ENSP00000411070	LCE6A	ENSG00000235942	448835	A0A183
9606.ENSP00000337825	LCK	ENSG00000182866	3932	P06239
9606.ENSP00000310551	LCLAT1	ENSG00000172954	253558	Q6UWP7
9606.ENSP00000382021	LCMT1	ENSG00000205629	51451	Q9UIC8
9606.ENSP00000307214	LCMT2	ENSG00000168806	9836	O60294
9606.ENSP00000263598	LCN1	ENSG00000160349	3933	P31025
9606.ENSP00000418491	LCN10	ENSG00000187922	414332	Q6JVE6
9606.ENSP00000360696	LCN12	ENSG00000184925	286256	Q6JVE5
9606.ENSP00000313833	LCN15	ENSG00000177984	389812	Q6UWW0
9606.ENSP00000277480	LCN2	ENSG00000148346	3934	P80188
9606.ENSP00000339621	LCN6	ENSG00000267206	158062	P62502
9606.ENSP00000360753	LCN8	ENSG00000204001	138307	Q6JVE9
9606.ENSP00000277526	LCN9	ENSG00000148386	392399	Q8WX39
9606.ENSP00000286067	LCOR	ENSG00000196233	84458	Q96JN0
9606.ENSP00000348298	LCOR	ENSG00000196233	84458	Q96JN0
9606.ENSP00000371661	LCORL	ENSG00000178177	254251	Q8N3X6
9606.ENSP00000315757	LCP1	ENSG00000136167	3936	P13796
9606.ENSP00000046794	LCP2	ENSG00000043462	3937	Q13094
9606.ENSP00000264162	LCT	ENSG00000115850	3938	P09848
9606.ENSP00000343490	LCTL	ENSG00000188501	197021	Q6UWM7
9606.ENSP00000237822	LDAH	ENSG00000118961	60526	Q9H6V9
9606.ENSP00000392466	LDB1	ENSG00000198728	8861	Q86U70
9606.ENSP00000306772	LDB2	ENSG00000169744	9079	O43679
9606.ENSP00000401437	LDB3	ENSG00000122367	11155	O75112
9606.ENSP00000445175	LDHA	ENSG00000134333	3939	P00338
9606.ENSP00000280706	LDHAL6A	ENSG00000166800	160287	Q6ZMR3
9606.ENSP00000302393	LDHAL6B	ENSG00000171989	92483	Q9BYZ2
9606.ENSP00000229319	LDHB	ENSG00000111716	3945	P07195
9606.ENSP00000280704	LDHC	ENSG00000166796	3948	P07864
9606.ENSP00000300051	LDHD	ENSG00000166816	197257	Q86WU2
9606.ENSP00000454071	LDLR	ENSG00000130164	3949	P01130
9606.ENSP00000360411	LDLRAD1	ENSG00000203985	388633	Q5T700
9606.ENSP00000340988	LDLRAD2	ENSG00000187942	401944	Q5SZI1
9606.ENSP00000318607	LDLRAD3	ENSG00000179241	143458	Q86YD5
9606.ENSP00000352420	LDLRAD4	ENSG00000168675	753	O15165
9606.ENSP00000363458	LDLRAP1	ENSG00000157978	26119	Q5SW96
9606.ENSP00000359557	LDOC1	ENSG00000182195	23641	O95751
9606.ENSP00000296877	LEAP2	ENSG00000164406	116842	Q969E1
9606.ENSP00000274507	LECT2	ENSG00000145826	3950	O14960
9606.ENSP00000265165	LEF1	ENSG00000138795	51176	Q9UJU2
9606.ENSP00000272134	LEFTY1	ENSG00000243709	10637	O75610
9606.ENSP00000355785	LEFTY2	ENSG00000143768	7044	O00292
9606.ENSP00000348936	LEKR1	ENSG00000197980	389170	Q6ZMV7
9606.ENSP00000357736	LELP1	ENSG00000203784	149018	Q5T871
9606.ENSP00000356121	LEMD1	ENSG00000186007	93273	Q68G75
9606.ENSP00000293760	LEMD2	ENSG00000161904	221496	Q8NC56
9606.ENSP00000308369	LEMD3	ENSG00000174106	23592	Q9Y2U8
9606.ENSP00000357412	LENEP	ENSG00000163352	55891	Q9Y5L5
9606.ENSP00000222224	LENG1	ENSG00000105617	79165	Q96BZ8
9606.ENSP00000318374	LENG8	ENSG00000167615	114823	Q96PV6
9606.ENSP00000299601	LEO1	ENSG00000166477	123169	Q8WVC0
9606.ENSP00000312652	LEP	ENSG00000174697	3952	P41159
9606.ENSP00000330393	LEPR	ENSG00000116678	3953	P48357
9606.ENSP00000360104	LEPROT	ENSG00000213625	54741	O15243
9606.ENSP00000428281	LEPROTL1	ENSG00000104660	23484	O95214
9606.ENSP00000305653	LETM1	ENSG00000168924	3954	O95202
9606.ENSP00000428765	LETM2	ENSG00000165046	137994	Q2VYF4
9606.ENSP00000262055	LETMD1	ENSG00000050426	25875	Q6P1Q0
9606.ENSP00000380053	LEUTX	ENSG00000213921	342900	A8MZ59
9606.ENSP00000360320	LEXM	ENSG00000162398	163747	Q3ZCV2
9606.ENSP00000222725	LFNG	ENSG00000106003	3955	Q8NES3
9606.ENSP00000215909	LGALS1	ENSG00000100097	3956	P09382
9606.ENSP00000339374	LGALS12	ENSG00000133317	85329	Q96DT0
9606.ENSP00000221797	LGALS13	ENSG00000105198	29124	Q9UHV8
9606.ENSP00000353893	LGALS14	ENSG00000006659	56891	Q8TCE9
9606.ENSP00000375904	LGALS16	ENSG00000249861	148003	A8MUM7
9606.ENSP00000215886	LGALS2	ENSG00000100079	3957	P05162
9606.ENSP00000254301	LGALS3	ENSG00000131981	3958	P17931
9606.ENSP00000262776	LGALS3BP	ENSG00000108679	3959	Q08380
9606.ENSP00000302100	LGALS4	ENSG00000171747	3960	P56470
9606.ENSP00000367891	LGALS7	ENSG00000205076	653499	P47929
9606.ENSP00000367891	LGALS7	ENSG00000205076	3963	P47929
9606.ENSP00000309576	LGALS8	ENSG00000116977	3964	O00214
9606.ENSP00000378856	LGALS9	ENSG00000168961	3965	O00182
9606.ENSP00000315564	LGALS9B	ENSG00000170298	284194	Q3B8N2
9606.ENSP00000329932	LGALS9C	ENSG00000171916	654346	Q6DKI2
9606.ENSP00000238875	LGALSL	ENSG00000119862	29094	Q3ZCW2
9606.ENSP00000360472	LGI1	ENSG00000108231	9211	O95970
9606.ENSP00000371548	LGI2	ENSG00000153012	55203	Q8N0V4
9606.ENSP00000302297	LGI3	ENSG00000168481	203190	Q8N145
9606.ENSP00000312273	LGI4	ENSG00000153902	163175	Q8N135
9606.ENSP00000334052	LGMN	ENSG00000100600	5641	Q99538
9606.ENSP00000368516	LGR4	ENSG00000205213	55366	Q9BXB1
9606.ENSP00000266674	LGR5	ENSG00000139292	8549	O75473
9606.ENSP00000356247	LGR6	ENSG00000133067	59352	Q9HBX8
9606.ENSP00000359691	LGSN	ENSG00000146166	51557	Q5TDP6
9606.ENSP00000221421	LHB	ENSG00000104826	3972	P01229
9606.ENSP00000294954	LHCGR	ENSG00000138039	3973	P22888
9606.ENSP00000361036	LHFPL1	ENSG00000182508	340596	Q86WI0
9606.ENSP00000369702	LHFPL2	ENSG00000145685	10184	Q6ZUX7
9606.ENSP00000287585	LHFPL4	ENSG00000156959	375323	Q7Z7J7
9606.ENSP00000353346	LHFPL5	ENSG00000197753	222662	Q8TAF8
9606.ENSP00000368908	LHFPL6	ENSG00000183722	10186	Q9Y693
9606.ENSP00000357835	LHPP	ENSG00000107902	64077	Q9H008
9606.ENSP00000362717	LHX2	ENSG00000106689	9355	P50458
9606.ENSP00000360811	LHX3	ENSG00000107187	8022	Q9UBR4
9606.ENSP00000263726	LHX4	ENSG00000121454	89884	Q969G2
9606.ENSP00000261731	LHX5	ENSG00000089116	64211	Q9H2C1
