Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
CD200R1	CD200R, HCRTR2, MOX2R, OX2R	ENSG00000163606	CD200 receptor 1	Q8TD46	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD248	CD164L1, TEM1	ENSG00000174807	CD248 molecule	Q9HCU0	CD markers, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD2AP	CMS	ENSG00000198087	CD2 associated protein	Q9Y5K6	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD33	FLJ00391, p67, SIGLEC-3, SIGLEC3	ENSG00000105383	CD33 molecule	P20138	CD markers, FDA approved drug targets, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD34		ENSG00000174059	CD34 molecule	P28906	CD markers, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD38		ENSG00000004468	CD38 molecule	P28907	Cancer-related genes, CD markers, Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD3G		ENSG00000160654	CD3g molecule	P09693	CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD4		ENSG00000010610	CD4 molecule	P01730	CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD46	MCP, MGC26544, MIC10, TLX, TRA2.10	ENSG00000117335	CD46 molecule	P15529	Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD47	IAP, MER6, OA3	ENSG00000196776	CD47 molecule	Q08722	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD48	BCM1, BLAST, hCD48, mCD48, SLAMF2	ENSG00000117091	CD48 molecule	P09326	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD81	TAPA-1, TAPA1, TSPAN28	ENSG00000110651	CD81 molecule	P60033	CD markers, Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD84	hCD84, mCD84, SLAMF5	ENSG00000066294	CD84 molecule	Q9UIB8	CD markers, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD8A	CD8	ENSG00000153563	CD8a molecule	P01732	CD markers, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD8B	CD8B1	ENSG00000172116	CD8b molecule	P10966	CD markers, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD9	BA2, MIC3, MRP-1, P24, TSPAN29	ENSG00000010278	CD9 molecule	P21926	Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD93	C1qR(P), C1QR1, C1qRP, CDw93, dJ737E23.1, ECSM3, MXRA4	ENSG00000125810	CD93 molecule	Q9NPY3	CD markers, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CD99L2	CD99B, MIC2L1	ENSG00000102181	CD99 molecule like 2	Q8TCZ2	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDAN1	CDA-I, CDAI	ENSG00000140326	Codanin 1	Q8IWY9	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDC42EP1	Borg5, CEP1, MSE55	ENSG00000128283	CDC42 effector protein 1	Q00587	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDC42EP3	BORG2, CEP3, UB1	ENSG00000163171	CDC42 effector protein 3	Q9UKI2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDC42EP4	BORG4, CEP4, KAIA1777, MGC17125, MGC3740	ENSG00000179604	CDC42 effector protein 4	Q9H3Q1	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH1	CD324, UVO, uvomorulin	ENSG00000039068	Cadherin 1	P12830	Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH13	CDHH	ENSG00000140945	Cadherin 13	P55290	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH15	CDH14, CDH3	ENSG00000129910	Cadherin 15	P55291	Disease related genes, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH2	CD325, CDHN, NCAD	ENSG00000170558	Cadherin 2	P19022	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH26	VR20	ENSG00000124215	Cadherin 26	Q8IXH8	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
CDH3	CDHP, PCAD	ENSG00000062038	Cadherin 3	P22223	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH4		ENSG00000179242	Cadherin 4	P55283	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
CDH5	7B4, CD144	ENSG00000179776	Cadherin 5	P33151	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDH8		ENSG00000150394	Cadherin 8	P55286	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
CDIPT	PIS, PIS1	ENSG00000103502	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	O14735	Enzymes, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CDK16	FLJ16665, PCTAIRE, PCTAIRE1, PCTGAIRE, PCTK1	ENSG00000102225	Cyclin dependent kinase 16	Q00536	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDK5	PSSALRE	ENSG00000164885	Cyclin dependent kinase 5	Q00535	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CDRT15		ENSG00000223510	CMT1A duplicated region transcript 15	Q96T59	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
CDV3	H41	ENSG00000091527	CDV3 homolog	Q9UKY7	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CEACAM5	CD66e, CEA	ENSG00000105388	Carcinoembryonic antigen related cell adhesion molecule 5	P06731	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CELSR1	ADGRC1, CDHF9, FMI2, HFMI2, ME2	ENSG00000075275	Cadherin EGF LAG seven-pass G-type receptor 1	Q9NYQ6	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CENPJ	BM032, CPAP, LAP, LIP1, MCPH6, Sas-4, SASS4, SCKL4	ENSG00000151849	Centromere protein J	Q9HC77	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CEP162	C6orf84, KIAA1009, QN1	ENSG00000135315	Centrosomal protein 162	Q5TB80	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CEP295	KIAA1731	ENSG00000166004	Centrosomal protein 295	Q9C0D2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CEP55	C10orf3, CT111, FLJ10540	ENSG00000138180	Centrosomal protein 55	Q53EZ4	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CEP57L1	bA487F23.2, C6orf182, MGC21731	ENSG00000183137	Centrosomal protein 57 like 1	Q8IYX8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CEP89	CCDC123, FLJ14640	ENSG00000121289	Centrosomal protein 89	Q96ST8	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CFAP157	C9orf117	ENSG00000160401	Cilia and flagella associated protein 157	Q5JU67	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
CFAP58	bA554P13.1, C10orf80, CCDC147, FLJ35908	ENSG00000120051	Cilia and flagella associated protein 58	Q5T655	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CFL2	NEM7	ENSG00000165410	Cofilin 2	Q9Y281	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CFLAR	c-FLIP, CASH, CASP8AP1, Casper, CLARP, FLAME, FLIP, I-FLICE, MRIT	ENSG00000003402	CASP8 and FADD like apoptosis regulator	O15519	Cancer-related genes, Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CGN	KIAA1319	ENSG00000143375	Cingulin	Q9P2M7	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CHD8	DUPLIN, HELSNF1, KIAA1564	ENSG00000100888	Chromodomain helicase DNA binding protein 8	Q9HCK8	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CHD9	BC022889, FLJ12178, KIAA0308	ENSG00000177200	Chromodomain helicase DNA binding protein 9	Q3L8U1	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CHIC2	BTL	ENSG00000109220	Cysteine rich hydrophobic domain 2	Q9UKJ5	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CHMP2A	BC-2, CHMP2, VPS2, VPS2A	ENSG00000130724	Charged multivesicular body protein 2A	O43633	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CHRM3		ENSG00000133019	Cholinergic receptor muscarinic 3	P20309	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CHRNA1	CHRNA	ENSG00000138435	Cholinergic receptor nicotinic alpha 1 subunit	P02708	Disease related genes, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CHRNA5		ENSG00000169684	Cholinergic receptor nicotinic alpha 5 subunit	P30532	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CHRND	ACHRD	ENSG00000135902	Cholinergic receptor nicotinic delta subunit	Q07001	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CIB1	CIB, KIP, SIP2-28	ENSG00000185043	Calcium and integrin binding 1	Q99828	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CIP2A	KIAA1524	ENSG00000163507	Cell proliferation regulating inhibitor of protein phosphatase 2A	Q8TCG1	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CKAP5	ch-TOG, KIAA0097, TOG, TOGp	ENSG00000175216	Cytoskeleton associated protein 5	Q14008	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLCA2	CLCRG2	ENSG00000137975	Chloride channel accessory 2	Q9UQC9	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLCA4	CaCC2	ENSG00000016602	Chloride channel accessory 4	Q14CN2	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CLCN5	ClC-5, CLC5, DENTS, hCIC-K2, hClC-K2, NPHL1, NPHL2, XLRH, XRN	ENSG00000171365	Chloride voltage-gated channel 5	P51795	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLCN6	CLC-6, KIAA0046	ENSG00000011021	Chloride voltage-gated channel 6	P51797	Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CLDN23	CLDNL	ENSG00000253958	Claudin 23	Q96B33	Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
CLDN4	CPE-R, CPETR, CPETR1, hCPE-R, WBSCR8	ENSG00000189143	Claudin 4	O14493	Cancer-related genes, Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLEC2A	INPE5792, KACL, PILAR, UNQ5792	ENSG00000188393	C-type lectin domain family 2 member A	Q6UVW9	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CLEC5A	CLECSF5, MDL-1	ENSG00000258227	C-type lectin domain containing 5A	Q9NY25	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLECL1	DCAL1	ENSG00000184293	C-type lectin like 1	Q8IZS7	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
CLIC2	XAP121	ENSG00000155962	Chloride intracellular channel 2	O15247	Disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLIC5	DFNB102	ENSG00000112782	Chloride intracellular channel 5	Q9NZA1	Disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CLTB	Lcb	ENSG00000175416	Clathrin light chain B	P09497	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CMTM4	CKLFSF4	ENSG00000183723	CKLF like MARVEL transmembrane domain containing 4	Q8IZR5	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CMTM7	CKLFSF7, FLJ30992	ENSG00000153551	CKLF like MARVEL transmembrane domain containing 7	Q96FZ5	Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CNGA1	CNCG, CNCG1, CNG1, RCNC1, RCNCa, RP49	ENSG00000198515	Cyclic nucleotide gated channel alpha 1	P29973	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level	Evidence at protein level	Evidence at protein level
CNKSR2	CNK2, KIAA0902, KSR2	ENSG00000149970	Connector enhancer of kinase suppressor of Ras 2	Q8WXI2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CNNM1	ACDP1	ENSG00000119946	Cyclin and CBS domain divalent metal cation transport mediator 1	Q9NRU3	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CNNM4	ACDP4, KIAA1592	ENSG00000158158	Cyclin and CBS domain divalent metal cation transport mediator 4	Q6P4Q7	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CNR1	CANN6, CB-R, CB1, CB1A, CB1K5, CNR	ENSG00000118432	Cannabinoid receptor 1	P21554	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
CNTD1	CNTD, FLJ40137	ENSG00000176563	Cyclin N-terminal domain containing 1	Q8N815	Predicted intracellular proteins, Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
COBL	KIAA0633	ENSG00000106078	Cordon-bleu WH2 repeat protein	O75128	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
COG3	SEC34	ENSG00000136152	Component of oligomeric golgi complex 3	Q96JB2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
COMMD4	FLJ20452	ENSG00000140365	COMM domain containing 4	Q9H0A8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
COMTD1	FLJ23841	ENSG00000165644	Catechol-O-methyltransferase domain containing 1	Q86VU5	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
COPRS	C17orf79, COPR5, HSA272196, TTP1	ENSG00000172301	Coordinator of PRMT5 and differentiation stimulator	Q9NQ92	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
COQ7	CAT5, CLK-1	ENSG00000167186	Coenzyme Q7, hydroxylase	Q99807	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CORIN	ATC2, CRN, Lrp4, PRSC, TMPRSS10	ENSG00000145244	Corin, serine peptidase	Q9Y5Q5	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CORO1B	coronin-2	ENSG00000172725	Coronin 1B	Q9BR76	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CORO2A	IR10, WDR2	ENSG00000106789	Coronin 2A	Q92828	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CORO2B	ClipinC, KIAA0925	ENSG00000103647	Coronin 2B	Q9UQ03	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
COX6B2	COXVIB2, CT59, FLJ32865	ENSG00000160471	Cytochrome c oxidase subunit 6B2	Q6YFQ2	Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CPPED1	CSTP1, FLJ11151	ENSG00000103381	Calcineurin like phosphoesterase domain containing 1	Q9BRF8	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CREB5	CRE-BPA, H_GS165L15.1	ENSG00000146592	CAMP responsive element binding protein 5	Q02930	Predicted intracellular proteins, Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at protein level
CRIP1	CRIP	ENSG00000213145	Cysteine rich protein 1	P50238	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CRIP2	CRP2, ESP1	ENSG00000182809	Cysteine rich protein 2	P52943	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CRK		ENSG00000167193	CRK proto-oncogene, adaptor protein	P46108	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CRLF3	CREME9, CYTOR4	ENSG00000176390	Cytokine receptor like factor 3	Q8IUI8	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CROCC	ROLT, rootletin	ENSG00000058453	Ciliary rootlet coiled-coil, rootletin	Q5TZA2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CRTC1	FLJ14027, KIAA0616, MECT1, TORC1	ENSG00000105662	CREB regulated transcription coactivator 1	Q6UUV9	Cancer-related genes, Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CRYAB	CRYA2, HSPB5	ENSG00000109846	Crystallin alpha B	P02511	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CRYGD	CRYG4	ENSG00000118231	Crystallin gamma D	P07320	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CRYL1	GDH, lambda-CRY, MGC149525, MGC149526	ENSG00000165475	Crystallin lambda 1	Q9Y2S2	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CSDE1	D1S155E, UNR	ENSG00000009307	Cold shock domain containing E1	O75534	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CSF1R	C-FMS, CD115, CSFR, FMS	ENSG00000182578	Colony stimulating factor 1 receptor	P07333	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CSPG4	HMW-MAA, MCSP, MCSPG, MEL-CSPG, MSK16, NG2	ENSG00000173546	Chondroitin sulfate proteoglycan 4	Q6UVK1	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTNNA1	CAP102	ENSG00000044115	Catenin alpha 1	P35221	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTNNB1	armadillo, beta-catenin, CTNNB	ENSG00000168036	Catenin beta 1	P35222	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTNNBIP1	ICAT, MGC15093	ENSG00000178585	Catenin beta interacting protein 1	Q9NSA3	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTNND1	CTNND, KIAA0384, p120, p120cas, p120ctn	ENSG00000198561	Catenin delta 1	O60716	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTSF	CATSF, CLN13	ENSG00000174080	Cathepsin F	Q9UBX1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTSV	CTSL2, CTSU	ENSG00000136943	Cathepsin V	O60911	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CTTN	EMS1	ENSG00000085733	Cortactin	Q14247	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CTXN1	FLJ25968	ENSG00000178531	Cortexin 1	P60606	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	No human protein/transcript evidence
CUEDC1		ENSG00000180891	CUE domain containing 1	Q9NWM3	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CXADR	CAR	ENSG00000154639	CXADR, Ig-like cell adhesion molecule	P78310	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CXCR2	CD182, CMKAR2, IL8RB	ENSG00000180871	C-X-C motif chemokine receptor 2	P25025	Cancer-related genes, CD markers, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CYFIP2	PIR121	ENSG00000055163	Cytoplasmic FMR1 interacting protein 2	Q96F07	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CYP20A1	CYP-M	ENSG00000119004	Cytochrome P450 family 20 subfamily A member 1	Q6UW02	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
CYP24A1	CP24, CYP24, P450-CC24	ENSG00000019186	Cytochrome P450 family 24 subfamily A member 1	Q07973	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
CYTH2	ARNO, CTS18.1, cytohesin-2, PSCD2, PSCD2L, Sec7p-L, Sec7p-like	ENSG00000105443	Cytohesin 2	Q99418	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DAAM1	KIAA0666	ENSG00000100592	Dishevelled associated activator of morphogenesis 1	Q9Y4D1	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DAB2	DOC-2	ENSG00000153071	DAB2, clathrin adaptor protein	P98082	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DAGLB	DAGLBETA, KCCR13L	ENSG00000164535	Diacylglycerol lipase beta	Q8NCG7	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DAW1	FLJ25955, ODA16, WDR69	ENSG00000123977	Dynein assembly factor with WD repeats 1	Q8N136	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DBN1	D0S117E	ENSG00000113758	Drebrin 1	Q16643	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DCAF16	C4orf30, FLJ20280	ENSG00000163257	DDB1 and CUL4 associated factor 16	Q9NXF7	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DCBLD2	CLCP1, ESDN	ENSG00000057019	Discoidin, CUB and LCCL domain containing 2	Q96PD2	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DCHS1	CDH25, CDHR6, FIB1, FLJ11790, KIAA1773, PCDH16	ENSG00000166341	Dachsous cadherin-related 1	Q96JQ0	Disease related genes, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DCHS2	CDH27, CDHJ, CDHR7, FLJ20047, PCDH23, PCDHJ	ENSG00000197410	Dachsous cadherin-related 2		Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	
DCT	TYRP2	ENSG00000080166	Dopachrome tautomerase	P40126	Enzymes, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DCTN6	WS-3	ENSG00000104671	Dynactin subunit 6	O00399	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DCUN1D2	C13orf17, FLJ10704, FLJ20092	ENSG00000150401	Defective in cullin neddylation 1 domain containing 2	Q6PH85	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DDAH1	DDAH	ENSG00000153904	Dimethylarginine dimethylaminohydrolase 1	O94760	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DDIAS	C11orf82, FLJ25416, FLJ38838, noxin	ENSG00000165490	DNA damage induced apoptosis suppressor	Q8IXT1	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
DDIT4L	REDD2, Rtp801L	ENSG00000145358	DNA damage inducible transcript 4 like	Q96D03	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
DDR2	NTRKR3, TKT, TYRO10	ENSG00000162733	Discoidin domain receptor tyrosine kinase 2	Q16832	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DDX58	DKFZp434J1111, FLJ13599, RIG-I	ENSG00000107201	DExD/H-box helicase 58	O95786	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
DDX60L	FLJ31033	ENSG00000181381	DExD/H-box 60 like	Q5H9U9	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
DENND6B	AFI1B, FAM116B, MGC33692	ENSG00000205593	DENN domain containing 6B	Q8NEG7	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
