Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
MAT2B	MATIIbeta, SDR23E1	ENSG00000038274	Methionine adenosyltransferase 2B	Q9NZL9	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MBP		ENSG00000197971	Myelin basic protein	P02686	Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MCAM	CD146, MUC18	ENSG00000076706	Melanoma cell adhesion molecule	P43121	CD markers, Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MCF2L2	ARHGEF22, KIAA0861	ENSG00000053524	MCF.2 cell line derived transforming sequence-like 2	Q86YR7	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
MCTS1	MCT-1	ENSG00000232119	MCTS1, re-initiation and release factor	Q9ULC4	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MDGA1	GPIM, MAMDC3	ENSG00000112139	MAM domain containing glycosylphosphatidylinositol anchor 1	Q8NFP4	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ME1		ENSG00000065833	Malic enzyme 1	P48163	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MERTK	c-Eyk, mer, RP38, Tyro12	ENSG00000153208	MER proto-oncogene, tyrosine kinase	Q12866	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
METAP1	KIAA0094, MAP1A, MetAP1A	ENSG00000164024	Methionyl aminopeptidase 1	P53582	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
METAP2	MAP2, MNPEP, p67	ENSG00000111142	Methionyl aminopeptidase 2	P50579	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
METTL15	FLJ33979, METT5D1	ENSG00000169519	Methyltransferase like 15	A6NJ78	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
METTL25	C12orf26, FLJ22789	ENSG00000127720	Methyltransferase like 25	Q8N6Q8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
MFSD2A	FLJ14490, MFSD2	ENSG00000168389	Major facilitator superfamily domain containing 2A	Q8NA29	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
MIB1	DIP-1, KIAA1323, MIB, ZZANK2, ZZZ6	ENSG00000101752	Mindbomb E3 ubiquitin protein ligase 1	Q86YT6	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MICAL2	KIAA0750	ENSG00000133816	Microtubule associated monooxygenase, calponin and LIM domain containing 2	O94851, Q6ZW33	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MICAL3	KIAA0819	ENSG00000243156	Microtubule associated monooxygenase, calponin and LIM domain containing 3	Q7RTP6	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MISP	C19orf21, Caprice, DKFZp686H18209, MISP1	ENSG00000099812	Mitotic spindle positioning	Q8IVT2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MKLN1	TWA2	ENSG00000128585	Muskelin 1	Q9UL63	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MKRN3	D15S9, MGC88288, RNF63, ZFP127, ZNF127	ENSG00000179455	Makorin ring finger protein 3	Q13064	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MLF2	NTN4	ENSG00000089693	Myeloid leukemia factor 2	Q15773	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MMACHC	cblC, DKFZP564I122	ENSG00000132763	Methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	Q9Y4U1	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MMP15	MT2-MMP, MTMMP2, SMCP-2	ENSG00000102996	Matrix metallopeptidase 15	P51511	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MOCS1	MOCOD	ENSG00000124615	Molybdenum cofactor synthesis 1	Q9NZB8	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MPHOSPH8	HSMPP8, mpp8	ENSG00000196199	M-phase phosphoprotein 8	Q99549	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MPHOSPH9	MPP9	ENSG00000051825	M-phase phosphoprotein 9	Q99550	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MPI		ENSG00000178802	Mannose phosphate isomerase	P34949	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MPIG6B	C6orf25, G6b, G6b-B, NG31	ENSG00000204420	Megakaryocyte and platelet inhibitory receptor G6b	O95866	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MPL	CD110, TPOR	ENSG00000117400	MPL proto-oncogene, thrombopoietin receptor	P40238	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MPP1	DXS552E, PEMP	ENSG00000130830	Membrane palmitoylated protein 1	Q00013	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MPP5	FLJ12615, PALS1	ENSG00000072415	Membrane palmitoylated protein 5	Q8N3R9	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MPZL1	FLJ21047, PZR	ENSG00000197965	Myelin protein zero like 1	O95297	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MR1	HLALS	ENSG00000153029	Major histocompatibility complex, class I-related	Q95460	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MRGPRF	GPR140, GPR168, MGC21621, mrgF	ENSG00000172935	MAS related GPR family member F	Q96AM1	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at transcript level
MRNIP	C5orf45, DKFZp686L2452, LOC51149, MGC65027, MGC78537	ENSG00000161010	MRN complex interacting protein	Q6NTE8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MRPL42	HSPC204, MRP-L31, MRPL31, MRPS32, PTD007, RPML31	ENSG00000198015	Mitochondrial ribosomal protein L42	Q9Y6G3	Predicted intracellular proteins, Ribosomal proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MRPL44	FLJ12701, FLJ13990	ENSG00000135900	Mitochondrial ribosomal protein L44	Q9H9J2	Disease related genes, Predicted intracellular proteins, Ribosomal proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MRPS27	KIAA0264	ENSG00000113048	Mitochondrial ribosomal protein S27	Q92552	Predicted intracellular proteins, Ribosomal proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MS4A1	B1, Bp35, CD20, MS4A2	ENSG00000156738	Membrane spanning 4-domains A1	P11836	CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
MS4A12	FLJ20217, Ms4a10	ENSG00000071203	Membrane spanning 4-domains A12	Q9NXJ0	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MS4A14	DKFZp434H092, FLJ32856, MS4A16, NYD-SP21	ENSG00000166928	Membrane spanning 4-domains A14	Q96JA4	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
MS4A15		ENSG00000166961	Membrane spanning 4-domains A15	Q8N5U1	Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
MSN		ENSG00000147065	Moesin	P26038	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MTCP1	P13MTCP1, p8MTCP1	ENSG00000214827	Mature T cell proliferation 1	P56278	Cancer-related genes, Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MTM1		ENSG00000171100	Myotubularin 1	Q13496	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MTPN	GCDP, MYOTROPHIN, V-1	ENSG00000105887	Myotrophin	P58546	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MTSS1	KIAA0429, MIM, MIMA, MIMB	ENSG00000170873	MTSS1, I-BAR domain containing	O43312	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYH11	SMHC, SMMHC	ENSG00000133392	Myosin heavy chain 11	P35749	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYH9	DFNA17, EPSTS, FTNS, MHA, NMHC-II-A, NMMHCA	ENSG00000100345	Myosin heavy chain 9	P35579	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYL4	ALC1, AMLC, GT1, PRO1957	ENSG00000198336	Myosin light chain 4	P12829	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYLK	MLCK, MLCK1, MYLK1, smMLCK	ENSG00000065534	Myosin light chain kinase	Q15746	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYO10	KIAA0799	ENSG00000145555	Myosin X	Q9HD67	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYO1B	myr1	ENSG00000128641	Myosin IB	O43795	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYO1C	myr2	ENSG00000197879	Myosin IC	O00159	Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYO3A	DFNB30	ENSG00000095777	Myosin IIIA	Q8NEV4	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYO5B	KIAA1119	ENSG00000167306	Myosin VB	Q9ULV0	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYO9A	FLJ11061, FLJ13244, MGC71859	ENSG00000066933	Myosin IXA	B2RTY4	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MYOF	FER1L3, KIAA1207	ENSG00000138119	Myoferlin	Q9NZM1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MYSM1	KIAA1915	ENSG00000162601	Myb like, SWIRM and MPN domains 1	Q5VVJ2	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
N4BP2	B3BP	ENSG00000078177	NEDD4 binding protein 2	Q86UW6	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
NAB1		ENSG00000138386	NGFI-A binding protein 1	Q13506	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
NAIF1	bA379C10.2, C9orf90, DKFZp762G199	ENSG00000171169	Nuclear apoptosis inducing factor 1	Q69YI7	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
NAP1L2	BPX, MGC26243	ENSG00000186462	Nucleosome assembly protein 1 like 2	Q9ULW6	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
NAPG		ENSG00000134265	NSF attachment protein gamma	Q99747	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
NARFL	FLJ21988, HPRN, IOP1, NAR1, PRN	ENSG00000103245	Nuclear prelamin A recognition factor like	Q9H6Q4	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
NCAM1	CD56, NCAM	ENSG00000149294	Neural cell adhesion molecule 1	P13591	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
NCAM2	MGC51008, NCAM21	ENSG00000154654	Neural cell adhesion molecule 2	O15394	Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
